  1.7681202e-002  3.5720646e-003  1.2802215e-002  7.8307585e-004  2.6987200e-002  6.9538584e-003  5.8409414e-001  1.4390173e-001  5.6602208e-001  7.6762411e-002  4.2247792e-001  1.7090228e-001
  2.0454390e-002  1.3370232e-003  1.0635505e-002  8.6064545e-004  3.3401140e-002  1.6078442e-003  4.5369323e-001  5.9722237e-002  4.9944915e-001  1.0379616e-001  2.8391083e-001  8.1118698e-002
  1.6405959e-002  2.5152247e-003  1.0855867e-002  8.2472125e-004  2.6551946e-002  3.9440727e-003  4.9358652e-001  8.1645416e-002  5.5079761e-001  1.0130651e-001  3.0267477e-001  1.6342560e-001
  1.6163650e-002  2.4481458e-003  1.1382985e-002  8.8854608e-004  2.6509696e-002  4.3640435e-003  5.6043465e-001  8.4981074e-002  5.8966559e-001  9.1802173e-002  2.9744021e-001  1.7116519e-001
